Tweet,Actual label,Predicted label
@AlanCarr I dunno but mines eyes fell out  but its still living,0,0
Getting ready to play volleyball. Basketball tourney tomorrow and Tuesday! Go Lady Braves!!!  ~ I love Nick Jonas! ~,1,1
"is @Recoleta Village eating before watching Up  ... stil fighting the flu, just with a different strategy",1,0
Walking to Subway for lunch was a form of torture -- a tiny taste of sunshine before having to go back into a windowless building...,0,0
@pellucid2 had bagels 4 breakfast and lunch. No queue for the bread basket.,1,1
@phnompenhpost thanks for the follow! u guys do a great job in reporting news about Cambodia...makes me proud to be cambodian,1,1
its not helping that 25% of the cycles in this ec2 are being stolen. I guess we pay for those stolen ticks.,0,0
"On second thought, think I'ma change my background again. My eyes are going all wiggity whack  Also, hey new ONTD twitterers!",0,1
i havve a badd headache and a stomachache  please pray! love you all(:,0,1
I met Andy McKee yesterday! But now myspace won't let me add him so I can tell him how much I enjoyed it   Wedding reception today! woo.,0,1
@jezwelham new profile pic is hot!! where u find that?!?!,1,1
Heading out for my first day at my internship,1,1
college graduate....Yo Yo im up there with you now,1,1
At steak and shake with @taylorsaid...  fun times,1,1
@saaam_ Me too  Like one of my favorite songs of all time  By all of them! I wish they'd play it at Wembley. But they won't. Ah well.,1,0
"is in the yearbook office, where there is no a/c and soggy ceiling tiles on the monitors.  #fb",0,0
I took three photos that were definetly Twitpic and MySpace worthy.,1,1
"@AstrologerMaria lol, well at least you will be awake for your dreams",1,1
I'm miserable with my boredom.,0,0
On my way to school. I believe Randi's on her period right now.,0,0
"@teebs33 that sucks.  I was considering going to that myself, but I'm less motivated to go out on tuesday nights",0,0
is attempting to race god's flashlight home...wish him luck,1,0
Taking moms to the hospital,0,0
NEW SHOES!!!  thanks Lizzie!!! http://twitpic.com/6ccj4,1,1
@KellyRuthxo I used the same dye I used on my hair but its gone darker than my hair does  I hate my roots too,0,0
@annetteyen I couldn't. Tried recording w/webcam via YouTube &amp; IE &amp; Firefox crashed. I made a poem so I couldn't do pics &amp; a slideshow,0,0
@boilerfan_98 Night Rach  have a good night!,1,1
@maharis No idea. It just disappeared from the stores,0,0
And i'm only me when i'm with you,1,1
Got into the office early for a change only to find the coffee machine is broken,0,0
"Check out ' @mitchelmusso - Winnipeg, MB' at Eventful.com - http://is.gd/LFAE HELP ME OUT!!!! ONE MORE DAY TILL ALBUM RELEASE!!",1,1
"@NKOTB I mean row 11. Phoenix show, section 1 row 11. Just in case you remember.  I'll be all by my lonesome! Hubby offered to go but....",1,1
I keep thinking it's Friday - last day of school for the kiddos.  Happy Wednesday!,1,1
@AndrewAesthetic  because the universe wants you awake.,1,1
*listening to Less Than Jake  *,1,1
"shuffling things around on my desk, i found a dollar bill  - 100 cents i didn't know i had!!!",1,0
Got a 32oz soft drink from QT...my day is THAT much better now,1,0
@JazmineSpirit Thanks for tweeting with me!,1,1
@mamitamala Did a bunch not show up?,0,0
Days Left In Europe: 16! I miss home  But I like this side of the world,0,0
"@iamjonathancook pleaase dont start dating her, that would suck, then disney kids would listen to ftsk. thanks",1,1
"@erydark Expensive. However, the image of clove smoking is quit pleasing. I may do that. Even if it's pretentious.",1,1
poor thing. One of our beloved Angels has passed...,0,0
still sore from Astros loss yesterday,0,0
@bobbydeyoe HaHa Its 4:05...Im So Tired...But I Dont Feel Like Going To Sleep...HaHa,1,0
"@vfeezor Hey, @amcpeterson is dedicated  they just pay you guys so much, she has to work more!",1,1
@SamShepherd Erm yeah actually I would! how much??,1,0
Im almost home to my sweet bed hmmmm k ricoo i want MOFONGO cali aint got no places thats serve it  sucks,0,0
@risingoverenvy,1,1
hw . than award ceremony . with my bud max  lmfao .,1,1
back at work  looking forward to the long weekend though YAY!,0,1
is heading to the beach for the day in florida  got the cooler packed yo! and tonight mtv awards..new moon trailer,1,1
Having a lazy day today,1,0
Russetiden er over...Had a good time,1,1
@feeprinzessin oh lol no problem  I'll put a post up when/if the package arrives ^^ thanks again &lt;3,1,1
@jackiewung good thing to use money on! I LOVE brownies!  http://myloc.me/23cx,1,1
"Hey! @NickkkJonasss r u coming 2 Mexico?  my cousin is crazy about u, she want to see u live! &amp; me 2 of course xD",1,1
@LyndonChester hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from @amandapalmer via Tasmania. DM me,1,0
"@heidimontag hanging out at home, watching Anastasia (: One of my fav. Disney movies",1,1
@shawnaJalynn I know ;-( I'm Dyin out here =( I miss u &amp; my crush &amp; my car,1,0
"myspace, waking up, about to eat",1,1
miss my boyfriend  . i loved him .. &gt;.&lt;,0,0
@jessie_ho  i havent got any rudd dollars either  feeling left out,0,0
Awh's!! I saw a tape in my radio and it's me and charleen singing  what ever happened to our friendship? :/,0,0
Nobody likes me on here,0,0
"i just listened to this on my ride, and i've heard it a million times, but still...  ? http://blip.fm/~7ao16",1,1
"@Portnik  Hopefully,  you didn't waste a sponge... (think Seinfeld - Elaine - &quot;spongeworthy&quot;)",1,1
I wonder if it's raining in Mishicot too....,0,0
@JoLoPe i am really excited!! I am looking forward to it!!,1,1
"Hehe, I always have STG up, @HighwayofLife &amp; @francislewis  wish it could have been a Mac Pro  , maybe this winter some time..",0,1
@ModelSupplies No Idea what the Harrods is but if your going it has to be fun,1,1
Photo Tip: There are colors to black and white. oddly satisfying when u look closer.,1,1
Taking deep breaths... I need to calm down and go to sleep,0,0
http://twitpic.com/4yr4l - this is for @darleneboyce,1,1
Giving Thanks for a New Day!  Phone already ringing off the hook ...,1,0
Gettin ready to head out... So hyped its ridiculous,1,0
@boinkity Maybe tomorrow,1,1
@yelyahwilliams i love paramore! and your songs,1,1
@Shantasticlea Yay! You are on twitter now,1,1
@Fly11 uhmmmmmm try the contents LOL btw there's a spot open on the magic bandwagon do u wsna RSVP,1,1
"heavy lunch, planning a movie at PVR  3movie #ps #fun",1,1
"I hope the world gets better, for future generations. For our children and our childrens children. I hope the world can last as well.",0,0
@firstdogonmoon your question time tweets are some of your finest work,1,1
@twin_squirrel whats the sense then? lol,0,1
@RyanDevine Aww  Poor you,0,1
@cameronfries we all knew that  go to bed!,1,1
@emmao414 did you find them? Tell us how they turn out won't you! We're making blueberry pancakes this morning,1,1
All I can say is: I'm glad I wasn't around and reading this stuff in 2007. It must have been CARNAGE.,0,0
"Good Night! And MarkSoReal, there's a whole bunch of Milk Tea shops here in San Jose, California, and it taste SO GOOD!",1,1
"@MannyWallace yesss, and i've wanted an invite for a month so i can take awesome photos of my outfits",1,1
hey isn't this easy.,0,0
@annevitug You love what?,1,0
@lisaann11 http://twitpic.com/4coou - Love this.  It must be scrapbooked.  I will post when it is.,1,1
"already missing chelsea, Julie, nick, mikey, and other people i was only friends with, not best friends with. ahh!",0,0
@818pm That's awesome. I try to use as many English idioms as possible while IM'ing my British co-workers in our London office.,1,1
going boxing,1,1
@lindawmn Don't have any; we're in a hotel.,0,0
@JessInChina 2PhDs?  Surely wants to discuss philosophy....,1,1
making lentils and butternut squash dinner,1,1
back home and back to work tomorrow  had a gr8 weekend though....love u lots kyle xx thanx for all my treats xxxx and my new &quot;man friend&quot;,0,1
@Munnerr why aint u followin me biatch?... an omg lets fail maths together tommorow! it's actually pitiful how bad i am,0,0
So annoying that I have to slather bug repellant all over everytime I step into garden.  Mosquitoes adore me.,0,0
@Jen_Niffer Hope it's nothing serious with your mom.,0,0
"@MissMagpieFGS Awesome, please keep me updated!",1,1
@montannaaaa That makes me super duper happy like you don't even know!? I'm so proud of you too &amp; I love you!,1,1
its cold at my house   hopefully it warms up,0,0
"Got fully denied tonight  sleep time now, lnd in morn!",0,0
"ughhhhhh school til 1:30, than its time for LVATT and possibly a new phone",1,1
"@halfwelshdragon@chorale  have you seen the pics, &lt; saw the pics there lovely yeah you were with them in spirit .House work today for me",0,1
@blacquemagic good stuff! see you there,1,1
@JosephRanseth Good morning Joseph.  Thank you for song!  Have you picked a theme song yet?  *big smiles* 4 u,1,1
@AubreyODay when are u going to do an album!!!!!!!! im ready 4 it!!!,1,1
@GarethWong thanks for the Follow Saturday,1,1
@meerasapra hey!! whts up? im online rather late today. can't bear to see another sunday go by,1,0
@AGENTSANDRA007 I see that headed my way  arrrrgh,0,0
advertising! i neeeeed an A in this class! I can do this!  i believeeeeee,1,1
"@Dragonzeye37 it is, using it now.",1,1
@EmilyAllTimeLow tattoos are cool!  i got a temporary one on my wrist,1,1
Driving back to Tampa depresses me  I am perfectly content staying at my mommy's house,0,0
@Steven_Kirk Congrats on the script win..that's cool !!!!,1,1
Just started raining  follow me to see me in the tmobile singalong! X x  http://yfrog.com/af4apj,0,1
"@GauravSaha Sorry, no. It's a draw of luck and you've already won.",1,1
Finally got to Lunch now - six and a half hours without even being able to get a sandwich. Gone to pub natch  #publunch,1,0
@Dannaca_Lynn UGH. too many problems. worst night i've had in a while but im okay.  how are you feeling? better today i hope,0,0
@saronti @giftsandvoucher @IrishAlana  thanks again ladies,1,1
"What's the thing with Sims 3?  Tell &amp; follow me, you won't reagret it! ;D",1,1
"@mlobikis1 I've only checked out Geico so far... will look into State Farm, Progressive, etc next. Thanks for the tip!",1,1
@GazelG I love that song!!!,1,1
@urbancritter I am lost. Please help me find a good home.,0,1
WTF? Up at 4:30am to go get Dunkin Donuts for the boys to give to Mom and they are closed - 24 hour store?  Try again after my run,0,0
"@keepabreast i.e july, right ? Then i'll definitely be passing by to show some support or help in anyway you'd like me to.",1,1
"Damn it... took my computer apart to &quot;cool it down&quot; by adding thermal grease, and it's not refusing to post.  No video output.",0,0
Tryn take care of him.. Has a toothache,0,0
@GDGOfficial: ahh so unfairur going on aboutmeet and greet passes and ur not coming to scotland  not fair,0,0
recording ep. 6 of HCG. Drew's last show,0,1
@russellcarlsen we suck.,0,0
Going to the airport to drop my mom off,0,0
@dcrowe60 - Lake Hollywood (reservoir) was built in the 1920s - north of the 101 between gower and barham... will e-mail directions,1,1
just found out that the last Titanic survivor died yesterday  I goggled her not long ago before she died and it's just awfully sad,0,0
@XxMolliexX that sucks,0,0
Good morning! It's Monday! Have a wonderful day!,1,1
preparing my thoughts for the moving out of my son.....when did he get so independant...,0,0
"@medea_wolff I'm curious  What cartoons be ye watching, me matey?",1,1
wow.. dis is gr8   http://tinyurl.com/oz6rb2,1,1
Wants to attend Sensation White. feels it would be an experience but for now europe...and maybe WMC???,1,0
popBANGpopBANG!   text back hoooo &gt;.&lt;,1,1
can't draw James deans hands right,0,0
Fuk yah heidi and spencer in the junglee ....,1,1
@jennettemccurdy Yeah He thinks your a really nice person as well,1,1
"I just spent two hours orginizing all my plugs, wires, and electronics. I decided to charge everything and I've shorted my power.",0,0
Doin Homework  &amp; The Weather Is Crap :@  lol Oh Well,0,1
@stephenjeean damn i wanna watch it,0,1
dang i miss you  goodnight,0,0
crummy day outside today,0,0
17 hours without nicotine,0,0
"Thank you for the #FollowFridays yesterday @We_Care_Giving, @alexxanicole, @LarryJoe88 &amp; @sharestrength -- even with the typo",1,1
@JDohy I made toast and tea..but then I eated it for myself....so....,0,0
im glad rpattz fans are digging out more info... i was a lil worried that i woudnt get my daily dose of Rob!,1,0
"@aplusk either a movie set or gonna eat at Teds!! LOL BY THE WAY HAPPY SUNDAY, hope  your enjoying your day with ur fam!",1,1
"@georgedonnelly I'm afraid there wouldn't be another 20k for yet another venue.  Even at present rate, FSP is a miracle of good will.",1,1
@ciaraj13 It's almost 9 here. Maybe you're on Central time.,1,1
"@marypascoe Rhapsody won't let me download your album because I'm outside the USA  It's ok, I'll order Amazon w/ some other cds $$$hipping",0,1
Sara-E has FINALLY jumped on the twitter wagon,1,1
3 tweets away from 8500. I know who it's going to.,1,0
@SarahJGoldsack Apart from giving Joe formula instead of the THREE BOTTLES I'd prepared - grrr - he was great,1,1
